# Expand Short Notes - Tracking File
# Generated: 2026-01-26
# Total entries: 2481
#
# Format: STATUS | FILE_PATH | HEADWORD | NOTES_LENGTH | TIER | POS
# STATUS: pending, in_progress, completed, skipped
#
# This file tracks which entries need their notes expanded.
# Update STATUS as you work through entries.
#

completed | entries/01500/01529_oobaa.json | オーバー | 26 | general | noun
pending | entries/00500/00763_urusai.json | うるさい | 249 | basic | adjective (i-adjective)
pending | entries/00500/00789_koohii.json | コーヒー | 249 | basic | noun
pending | entries/01000/01028_ichigo.json | いちご | 249 | core | noun
pending | entries/01500/01810_mina.json | {皆｜みな} | 249 | basic | noun, adverb
pending | entries/01500/01939_kurushimeru.json | {苦｜くる}しめる | 249 | general | verb (ichidan)
pending | entries/02000/02005_nikui.json | 〜にくい | 249 | core | auxiliary adjective
pending | entries/02000/02179_uta.json | {歌｜うた} | 249 | core | noun
pending | entries/02000/02195_kado.json | {角｜かど} | 249 | general | noun
pending | entries/02000/02333_wakeru.json | {分｜わ}ける | 249 | general | ichidan verb
pending | entries/04500/04736_oshi.json | {推｜お}し | 249 | general | noun
pending | entries/05000/05476_kanazuchi.json | {金槌｜かなづち} | 249 | core | noun
pending | entries/05500/05598_tenbin.json | {天秤｜てんびん} | 249 | general | noun
pending | entries/05500/05704_nagoyaka.json | {和｜なご}やか | 249 | general | na-adjective
pending | entries/08000/08147_rifu.json | リフ | 249 | general | noun
pending | entries/01000/01026_hashi.json | {箸｜はし} | 250 | core | noun
pending | entries/01000/01031_jikokuhyou.json | {時刻表｜じこくひょう} | 250 | core | noun
pending | entries/01000/01043_omedetou.json | おめでとう | 250 | core | expression
pending | entries/01000/01075_kachou.json | {課長｜かちょう} | 250 | general | noun
pending | entries/01500/01771_arukooru.json | アルコール | 250 | general | noun
pending | entries/02000/02039_kasaneru.json | {重｜かさ}ねる | 250 | general | verb (ichidan)
pending | entries/02000/02046_kizuku.json | {築｜きず}く | 250 | core | verb (godan)
pending | entries/02000/02083_shitaku.json | {支度｜したく} | 250 | general | noun (verbal)
pending | entries/02000/02158_tsuno.json | {角｜つの} | 250 | core | noun
pending | entries/02000/02160_numa.json | {沼｜ぬま} | 250 | core | noun
pending | entries/04000/04163_saihou.json | {裁縫｜さいほう} | 250 | general | noun
pending | entries/04500/04732_marason.json | マラソン | 250 | general | noun
pending | entries/05000/05106_juudenki.json | {充電器｜じゅうでんき} | 250 | core | noun
pending | entries/05000/05280_fairu.json | ファイル | 250 | general | noun
pending | entries/05000/05385_houtai.json | {包帯｜ほうたい} | 250 | core | noun
pending | entries/05500/05556_naigai.json | {内外｜ないがい} | 250 | core | noun
pending | entries/05500/05872_hikikaesu.json | {引｜ひ}き{返｜かえ}す | 250 | core | verb (godan)
pending | entries/00000/00136_kaiketsu.json | {解決｜かいけつ} | 251 | general | noun, suru verb
pending | entries/00500/00941_ichijikan.json | {一時間｜いちじかん} | 251 | basic | noun
pending | entries/00500/00951_juunana.json | {十七｜じゅうなな} | 251 | basic | number
pending | entries/01000/01032_jimusho.json | {事務所｜じむしょ} | 251 | core | noun
pending | entries/01500/01942_koeru.json | {超｜こ}える | 251 | core | verb (ichidan)
pending | entries/02500/02898_karee.json | カレー | 251 | general | noun
pending | entries/04500/04726_sakkaa.json | サッカー | 251 | general | noun
pending | entries/05000/05138_ryuutsuu.json | {流通｜りゅうつう} | 251 | general | noun / suru-verb
pending | entries/05500/05516_byousha.json | {描写｜びょうしゃ} | 251 | general | noun
pending | entries/05500/05839_tobotobo.json | とぼとぼ | 251 | general | adverb
pending | entries/05500/05862_yuudachi.json | {夕立｜ゆうだち} | 251 | core | noun
pending | entries/08000/08123_keichou.json | {軽重｜けいちょう} | 251 | general | noun
pending | entries/00000/00189_kaori.json | {香｜かお}り | 252 | general | noun
pending | entries/00500/00913_achira.json | あちら | 252 | basic | pronoun
pending | entries/00500/00938_hiji.json | {肘｜ひじ} | 252 | basic | noun
pending | entries/01000/01108_itai.json | {痛｜いた}い | 252 | basic | adjective (i-adjective)
pending | entries/01000/01116_katai.json | {硬｜かた}い | 252 | core | adjective (i-adjective)
pending | entries/01500/01907_ooya.json | {大家｜おおや} | 252 | general | noun
pending | entries/02000/02034_kakusu.json | {隠｜かく}す | 252 | general | verb (godan)
pending | entries/02000/02155_sumi.json | {墨｜すみ} | 252 | general | noun
pending | entries/02000/02172_waza.json | {技｜わざ} | 252 | general | noun
pending | entries/02000/02457_tsuzukeru.json | ～{続｜つづ}ける | 252 | core | auxiliary verb
pending | entries/02000/02491_mamonaku.json | {間｜ま}もなく | 252 | general | adverb
pending | entries/02500/02516_asanebou.json | {朝寝坊｜あさねぼう} | 252 | general | noun / na-adjective
pending | entries/02500/02931_hajime.json | {初｜はじ}め | 252 | core | noun
pending | entries/02500/02954_futsuka.json | {二日｜ふつか} | 252 | basic | noun
pending | entries/04500/04880_kikaigakushuu.json | {機械学習｜きかいがくしゅう} | 252 | general | noun
pending | entries/05000/05334_kakezan.json | {掛｜か}け{算｜ざん} | 252 | general | noun
pending | entries/01000/01053_shinkansen.json | {新幹線｜しんかんせん} | 253 | core | noun
pending | entries/02000/02331_yowameru.json | {弱｜よわ}める | 253 | general | ichidan verb
pending | entries/02500/02791_keiyu.json | {経由｜けいゆ} | 253 | core | noun / suru-verb
pending | entries/02500/02889_souji.json | {掃除｜そうじ} | 253 | core | noun / suru-verb
pending | entries/02500/02919_toriniku.json | {鶏肉｜とりにく} | 253 | core | noun
pending | entries/05000/05133_juchuu.json | {受注｜じゅちゅう} | 253 | general | noun / suru-verb
pending | entries/05000/05441_kyokusen.json | {曲線｜きょくせん} | 253 | general | noun
pending | entries/05500/05843_daradara.json | だらだら | 253 | core | adverb, verb (suru)
pending | entries/06500/06585_goorukiipaa.json | ゴールキーパー | 253 | general | noun
pending | entries/00000/00225_kigyou.json | {企業｜きぎょう} | 254 | general | noun
pending | entries/01500/01804_sutto.json | すっと | 254 | general | adverb
pending | entries/02000/02009_itaru.json | {至｜いた}る | 254 | core | verb (godan)
pending | entries/02000/02177_ishi.json | {石｜いし} | 254 | basic | noun
pending | entries/02000/02259_mono.json | {物｜もの} | 254 | basic | noun
pending | entries/02000/02397_hanareru.json | {離｜はな}れる | 254 | core | ichidan verb
pending | entries/02500/02856_otona.json | {大人｜おとな} | 254 | basic | noun
pending | entries/02500/02876_keikan.json | {警官｜けいかん} | 254 | core | noun
pending | entries/02500/02901_kokonoka.json | {九日｜ここのか} | 254 | basic | noun
pending | entries/02500/02905_suguni.json | すぐに | 254 | basic | adverb
pending | entries/04000/04156_gouin.json | {強引｜ごういん} | 254 | general | na-adjective
pending | entries/05000/05383_benpi.json | {便秘｜べんぴ} | 254 | general | noun
pending | entries/05000/05398_waifai.json | Wi-Fi | 254 | general | noun
pending | entries/05000/05444_chokkaku.json | {直角｜ちょっかく} | 254 | general | noun
pending | entries/05000/05493_kekkonshiki.json | {結婚式｜けっこんしき} | 254 | general | noun
pending | entries/00500/00708_juu.json | {十｜じゅう} | 255 | basic | number
pending | entries/01000/01157_kou.json | こう | 255 | basic | adverb
pending | entries/01500/01750_ryouhou.json | {両方｜りょうほう} | 255 | basic | noun
pending | entries/02000/02212_sakura.json | {桜｜さくら} | 255 | basic | noun
pending | entries/02000/02245_hakama.json | {袴｜はかま} | 255 | general | noun
pending | entries/02500/02503_shisetsu.json | {施設｜しせつ} | 255 | general | noun
pending | entries/02500/02720_genjitsu.json | {現実｜げんじつ} | 255 | general | noun
pending | entries/02500/02836_shikaku.json | {四角｜しかく} | 255 | general | noun / na-adjective
pending | entries/02500/02977_moshimoshi.json | もしもし | 255 | basic | interjection
pending | entries/04000/04145_kousou.json | {高層｜こうそう} | 255 | general | noun
pending | entries/04500/04772_kabushiki.json | {株式｜かぶしき} | 255 | general | noun
pending | entries/05000/05222_maaketingu.json | マーケティング | 255 | general | noun
pending | entries/05000/05473_suuryou.json | {数量｜すうりょう} | 255 | general | noun
pending | entries/08000/08213_touyaku.json | {投薬｜とうやく} | 255 | general | noun
pending | entries/00500/00636_juunigatsu.json | {十二月｜じゅうにがつ} | 256 | basic | noun
pending | entries/00500/00734_nana.json | {七｜なな} | 256 | basic | number
pending | entries/00500/00736_ni.json | {二｜に} | 256 | basic | number
pending | entries/00500/00934_hajimemashite.json | {初｜はじ}めまして | 256 | basic | expression
pending | entries/01000/01131_anzen.json | {安全｜あんぜん} | 256 | general | na-adjective, noun
pending | entries/01000/01380_kangofu.json | {看護婦｜かんごふ} | 256 | general | noun
pending | entries/02000/02451_kun.json | ～{君｜くん} | 256 | general | suffix
pending | entries/02500/02796_kouka.json | {高価｜こうか} | 256 | general | noun / na-adjective
pending | entries/02500/02890_tabemono.json | {食｜た}べ{物｜もの} | 256 | basic | noun
pending | entries/02500/02918_toki.json | {時｜とき} | 256 | basic | noun
pending | entries/05500/05866_forowaa.json | フォロワー | 256 | general | noun
pending | entries/05500/05994_piyopiyo.json | ぴよぴよ | 256 | general | adverb
pending | entries/00500/00677_tokei.json | {時計｜とけい} | 257 | basic | noun
pending | entries/00500/00679_tori.json | {鳥｜とり} | 257 | basic | noun
pending | entries/00500/00705_ichi.json | {一｜いち} | 257 | basic | number
pending | entries/01000/01095_wake.json | {訳｜わけ} | 257 | core | noun
pending | entries/01000/01102_riyuu.json | {理由｜りゆう} | 257 | general | noun
pending | entries/01500/01808_mataha.json | または | 257 | basic | conjunction
pending | entries/02000/02050_kumu.json | {組｜く}む | 257 | general | verb (godan)
pending | entries/02000/02082_haiken.json | {拝見｜はいけん} | 257 | core | noun (verbal)
pending | entries/02500/02923_donata.json | どなた | 257 | basic | pronoun
pending | entries/03500/03630_moufu.json | {毛布｜もうふ} | 257 | core | noun
pending | entries/04500/04731_gorufu.json | ゴルフ | 257 | general | noun
pending | entries/05000/05104_burogu.json | ブログ | 257 | general | noun
pending | entries/05000/05434_janpaa.json | ジャンパー | 257 | general | noun
pending | entries/05500/05522_shugyou.json | {修行｜しゅぎょう} | 257 | general | noun
pending | entries/05500/05566_kuraku.json | {苦楽｜くらく} | 257 | general | noun
pending | entries/00500/00857_kawaii.json | かわいい | 258 | basic | adjective (i-adjective)
pending | entries/01000/01129_taitei.json | たいてい | 258 | core | adverb
pending | entries/01000/01140_ichiban.json | {一番｜いちばん} | 258 | general | adverb, noun
pending | entries/01500/01859_uzu.json | {渦｜うず} | 258 | core | noun
pending | entries/01500/01928_katamaru.json | {固｜かた}まる | 258 | general | verb (godan)
pending | entries/02000/02170_rei.json | {礼｜れい} | 258 | basic | noun
pending | entries/02000/02176_iki.json | {息｜いき} | 258 | basic | noun
pending | entries/02000/02265_yasai.json | {野菜｜やさい} | 258 | basic | noun
pending | entries/02500/02504_himitsu.json | {秘密｜ひみつ} | 258 | core | noun
pending | entries/02500/02921_doumo.json | どうも | 258 | basic | adverb / interjection
pending | entries/02500/02922_docchi.json | どっち | 258 | basic | pronoun
pending | entries/05000/05197_raion.json | ライオン | 258 | general | noun
pending | entries/05000/05275_kurikku.json | クリック | 258 | general | noun, suru verb
pending | entries/05000/05360_tekateka.json | てかてか | 258 | general | adverb
pending | entries/05000/05437_shikakukei.json | {四角形｜しかくけい} | 258 | core | noun
pending | entries/05000/05440_chokusen.json | {直線｜ちょくせん} | 258 | general | noun
pending | entries/05000/05470_genka.json | {原価｜げんか} | 258 | general | noun
pending | entries/05500/05854_kyokutanteki.json | {極端的｜きょくたんてき} | 258 | general | na-adjective
pending | entries/08000/08226_okikaeru.json | {置｜お}き{換｜か}える | 258 | general | verb (transitive)
pending | entries/00000/00184_kansou.json | {乾燥｜かんそう} | 259 | general | noun, suru verb, na-adjective
pending | entries/00500/00813_sobo.json | {祖母｜そぼ} | 259 | basic | noun
pending | entries/02000/02041_katazuku.json | {片付｜かたづ}く | 259 | general | verb (godan)
pending | entries/02000/02057_samasu.json | {覚｜さ}ます | 259 | core | verb (godan)
pending | entries/02000/02219_taki.json | {滝｜たき} | 259 | core | noun
pending | entries/02000/02495_kesseki.json | {欠席｜けっせき} | 259 | general | noun
pending | entries/02500/02951_firumu.json | フィルム | 259 | general | noun
pending | entries/05000/05061_dezainaa.json | デザイナー | 259 | general | noun
pending | entries/05000/05293_komekami.json | こめかみ | 259 | general | noun
pending | entries/05000/05395_tappu.json | タップ | 259 | general | noun
pending | entries/05000/05487_chuurippu.json | チューリップ | 259 | general | noun
pending | entries/05000/05490_rousoku.json | {蝋燭｜ろうそく} | 259 | core | noun
pending | entries/00500/00749_san.json | {三｜さん} | 260 | basic | number
pending | entries/00500/00990_sochira.json | そちら | 260 | basic | pronoun
pending | entries/01000/01008_yonaka.json | {夜中｜よなか} | 260 | core | noun, adverb
pending | entries/01000/01097_hidoi.json | ひどい | 260 | basic | adjective (i-adjective)
pending | entries/01000/01145_tame.json | ため | 260 | basic | noun
pending | entries/01500/01883_uketoru.json | {受｜う}け{取｜と}る | 260 | core | verb (godan)
pending | entries/05000/05105_monitaa.json | モニター | 260 | general | noun
pending | entries/05000/05220_kangaruu.json | カンガルー | 260 | general | noun
pending | entries/05000/05233_sakushi.json | {作詞｜さくし} | 260 | core | noun
pending | entries/05000/05284_rimokon.json | リモコン | 260 | core | noun
pending | entries/05000/05420_yokin.json | {預金｜よきん} | 260 | core | noun
pending | entries/07000/07066_tenmado.json | {天窓｜てんまど} | 260 | general | noun
pending | entries/00500/00801_obasan.json | おばさん | 261 | basic | noun
pending | entries/00500/00803_ojisan.json | おじさん | 261 | basic | noun
pending | entries/01000/01149_kanari.json | かなり | 261 | core | adverb
pending | entries/02000/02031_kakaeru.json | {抱｜かか}える | 261 | core | verb (ichidan)
pending | entries/02500/02709_kenchiku.json | {建築｜けんちく} | 261 | general | noun / suru-verb
pending | entries/02500/02814_korera.json | これら | 261 | basic | pronoun
pending | entries/04500/04823_juuyousei.json | {重要性｜じゅうようせい} | 261 | general | noun
pending | entries/05000/05134_nouhin.json | {納品｜のうひん} | 261 | general | noun / suru-verb
pending | entries/05000/05145_daisuu.json | {代数｜だいすう} | 261 | general | noun
pending | entries/05000/05276_roguin.json | ログイン | 261 | general | noun, suru verb
pending | entries/05000/05315_seron.json | {世論｜せろん} | 261 | core | noun
pending | entries/05000/05369_orooro.json | おろおろ | 261 | general | adverb
pending | entries/05000/05460_junjo.json | {順序｜じゅんじょ} | 261 | general | noun
pending | entries/05000/05465_henpin.json | {返品｜へんぴん} | 261 | general | noun / suru verb
pending | entries/05500/05585_kinenbi.json | {記念日｜きねんび} | 261 | core | noun
pending | entries/05500/05814_fusanka.json | {不参加｜ふさんか} | 261 | general | noun
pending | entries/00500/00985_sanzen.json | {三千｜さんぜん} | 262 | basic | number
pending | entries/01000/01107_hoshii.json | {欲｜ほ}しい | 262 | basic | adjective (i-adjective)
pending | entries/01000/01278_naruhodo.json | なるほど | 262 | core | adverb
pending | entries/01500/01844_insatsu.json | {印刷｜いんさつ} | 262 | core | noun/suru verb
pending | entries/01500/01876_annani.json | あんなに | 262 | core | adverb
pending | entries/02000/02014_eru.json | {得｜え}る | 262 | core | verb (ichidan)
pending | entries/02000/02188_kaze.json | {風邪｜かぜ} | 262 | basic | noun
pending | entries/03500/03853_setto.json | セット | 262 | general | noun, verb (suru)
pending | entries/03500/03859_tento.json | テント | 262 | general | noun
pending | entries/05500/05503_ekiin.json | {駅員｜えきいん} | 262 | general | noun
pending | entries/05500/05639_setsumeisuru.json | {説明｜せつめい}する | 262 | core | verb (suru)
pending | entries/08000/08135_anaakepanchi.json | {穴｜あな}あけパンチ | 262 | general | noun
pending | entries/08000/08145_doukaku.json | {同格｜どうかく} | 262 | general | noun
pending | entries/00000/00057_gaman.json | {我慢｜がまん} | 263 | general | noun, suru verb
pending | entries/00500/00687_ame.json | {飴｜あめ} | 263 | basic | noun
pending | entries/01500/01851_nyuugakusuru.json | {入学｜にゅうがく}する | 263 | general | noun, verb (suru)
pending | entries/01500/01913_osoru.json | {恐｜おそ}る | 263 | general | verb (godan)
pending | entries/02500/02696_keikoku.json | {警告｜けいこく} | 263 | general | noun / suru-verb
pending | entries/02500/02824_sakkyoku.json | {作曲｜さっきょく} | 263 | general | noun / suru-verb
pending | entries/02500/02879_kouban.json | {交番｜こうばん} | 263 | core | noun
pending | entries/05000/05140_kyuugaku.json | {休学｜きゅうがく} | 263 | general | noun / suru-verb
pending | entries/05000/05281_taburetto.json | タブレット | 263 | general | noun
pending | entries/05000/05286_potto.json | ポット | 263 | general | noun
pending | entries/05000/05368_yoroyoro.json | よろよろ | 263 | general | adverb
pending | entries/05000/05403_makimodoshi.json | {巻｜ま}き{戻｜もど}し | 263 | core | noun
pending | entries/05500/05580_doukou.json | {動向｜どうこう} | 263 | general | noun
pending | entries/05500/05799_tekiousei.json | {適応性｜てきおうせい} | 263 | general | noun
pending | entries/05500/05901_ripurai.json | リプライ | 263 | general | noun, suru verb
pending | entries/00500/00940_hiza.json | {膝｜ひざ} | 264 | basic | noun
pending | entries/00500/00960_kochira.json | こちら | 264 | basic | pronoun
pending | entries/01000/01300_gozaimasu.json | ございます | 264 | core | verb
pending | entries/01000/01305_kudasaru.json | くださる | 264 | core | verb
pending | entries/01500/01932_kiku.json | {効｜き}く | 264 | core | verb (godan)
pending | entries/02000/02006_bakari.json | 〜ばかり | 264 | core | particle
pending | entries/02000/02194_katana.json | {刀｜かたな} | 264 | core | noun
pending | entries/02500/02701_kettei.json | {決定｜けってい} | 264 | general | noun / suru-verb
pending | entries/03000/03171_shijin.json | {詩人｜しじん} | 264 | core | noun
pending | entries/04000/04153_kokuritsu.json | {国立｜こくりつ} | 264 | general | noun
pending | entries/05000/05412_raibu.json | ライブ | 264 | general | noun
pending | entries/05500/05578_keika.json | {経過｜けいか} | 264 | general | noun
pending | entries/06500/06779_izureniseyo.json | いずれにせよ | 264 | general | adverb
pending | entries/00500/00618_atatakai.json | {暖｜あたた}かい | 265 | basic | adjective (i-adjective)
pending | entries/00500/00942_ichinichi.json | {一日｜いちにち} | 265 | basic | noun
pending | entries/00500/00977_nodo.json | {喉｜のど} | 265 | basic | noun
pending | entries/01500/01919_atari.json | {当｜あ}たり | 265 | core | noun
pending | entries/02000/02001_sei.json | 〜{製｜せい} | 265 | general | suffix
pending | entries/02500/02849_ookina.json | {大｜おお}きな | 265 | basic | pre-noun adjectival
pending | entries/02500/02853_okusan.json | {奥｜おく}さん | 265 | core | noun
pending | entries/04500/04710_buta.json | {豚｜ぶた} | 265 | core | noun
pending | entries/04500/04825_tayousei.json | {多様性｜たようせい} | 265 | general | noun
pending | entries/05000/05097_seigi.json | {正義｜せいぎ} | 265 | general | noun
pending | entries/05500/05501_shashinka.json | {写真家｜しゃしんか} | 265 | core | noun
pending | entries/05500/05892_bisshiri.json | びっしり | 265 | general | adverb
pending | entries/08000/08129_akutori.json | {灰汁取｜あくと}り | 265 | general | noun
pending | entries/08000/08137_kopiiyoushi.json | コピー{用紙｜ようし} | 265 | general | noun
pending | entries/00500/00502_de.json | で | 266 | basic | particle
pending | entries/00500/00945_ima.json | {今｜いま} | 266 | basic | noun, adverb
pending | entries/02000/02164_hana.json | {鼻｜はな} | 266 | basic | noun
pending | entries/05000/05132_hacchuu.json | {発注｜はっちゅう} | 266 | general | noun / suru-verb
pending | entries/05000/05300_shinshitsu.json | {寝室｜しんしつ} | 266 | core | noun
pending | entries/05000/05390_sango.json | {珊瑚｜さんご} | 266 | general | noun
pending | entries/08000/08122_kankyuu.json | {緩急｜かんきゅう} | 266 | general | noun
pending | entries/00500/00919_asoko.json | あそこ | 267 | basic | pronoun
pending | entries/01000/01179_keiken.json | {経験｜けいけん} | 267 | general | noun, suru verb
pending | entries/01500/01867_umare.json | {生｜う}まれ | 267 | general | noun
pending | entries/02000/02168_yama.json | {山｜やま} | 267 | basic | noun
pending | entries/05000/05242_kasoka.json | {過疎化｜かそか} | 267 | general | noun
pending | entries/05000/05311_bochibochi.json | ぼちぼち | 267 | general | adverb
pending | entries/05000/05348_tsuneru.json | {抓｜つね}る | 267 | general | godan verb
pending | entries/05000/05382_geri.json | {下痢｜げり} | 267 | core | noun
pending | entries/05000/05394_foruda.json | フォルダ | 267 | general | noun
pending | entries/05000/05474_bunryou.json | {分量｜ぶんりょう} | 267 | general | noun
pending | entries/08000/08142_kaatorijji.json | カートリッジ | 267 | general | noun
pending | entries/00500/00875_okashii.json | おかしい | 268 | basic | adjective (i-adjective)
pending | entries/00500/00916_are.json | あれ | 268 | basic | pronoun
pending | entries/00500/00929_gochisousama.json | ごちそうさま | 268 | basic | expression
pending | entries/01000/01054_shokudou.json | {食堂｜しょくどう} | 268 | core | noun
pending | entries/01500/01833_shoutaisuru.json | {招待｜しょうたい}する | 268 | general | noun, verb (suru)
pending | entries/01500/01856_atatamaru.json | {暖｜あたた}まる | 268 | general | verb (godan)
pending | entries/01500/01886_esa.json | {餌｜えさ} | 268 | core | noun
pending | entries/02500/02803_kousoku.json | {拘束｜こうそく} | 268 | general | noun / suru-verb
pending | entries/05000/05278_onrain.json | オンライン | 268 | general | noun, no-adjective
pending | entries/05000/05371_odoodo.json | おどおど | 268 | general | adverb
pending | entries/05000/05413_minshushugi.json | {民主主義｜みんしゅしゅぎ} | 268 | general | noun
pending | entries/05000/05471_tanka.json | {単価｜たんか} | 268 | general | noun
pending | entries/08000/08067_rangiri.json | {乱切｜らんぎ}り | 268 | general | noun
pending | entries/00500/00974_nenkan.json | {年間｜ねんかん} | 269 | general | counter
pending | entries/00500/00988_shuukan.json | {週間｜しゅうかん} | 269 | basic | counter
pending | entries/00500/00994_sore.json | それ | 269 | basic | pronoun
pending | entries/01000/01136_sukunai.json | {少｜すく}ない | 269 | basic | adjective (i-adjective)
pending | entries/01000/01384_kimi.json | {君｜きみ} | 269 | basic | pronoun
pending | entries/01500/01881_iwau.json | {祝｜いわ}う | 269 | general | verb (godan)
pending | entries/01500/01991_yahari.json | やはり | 269 | core | adverb
pending | entries/02000/02008_ikuratemo.json | いくら〜ても | 269 | core | expression
pending | entries/02000/02191_kage.json | {影｜かげ} | 269 | general | noun
pending | entries/02000/02456_chan.json | ～ちゃん | 269 | general | suffix
pending | entries/02500/02887_jibun.json | {自分｜じぶん} | 269 | basic | noun / pronoun
pending | entries/02500/02988_watashi.json | {私｜わたし} | 269 | basic | pronoun
pending | entries/04000/04140_kijun.json | {規準｜きじゅん} | 269 | general | noun
pending | entries/04000/04171_sakujo.json | {削除｜さくじょ} | 269 | general | noun
pending | entries/05000/05129_shakkuri.json | しゃっくり | 269 | core | noun / suru-verb
pending | entries/05000/05252_biggudeeta.json | ビッグデータ | 269 | general | noun
pending | entries/05000/05456_pataan.json | パターン | 269 | general | noun
pending | entries/05500/05591_meibutsu.json | {名物｜めいぶつ} | 269 | general | noun
pending | entries/05500/05594_shitsugen.json | {湿原｜しつげん} | 269 | general | noun
pending | entries/05500/05654_onegaisuru.json | お{願｜ねが}いする | 269 | core | verb (suru)
pending | entries/05500/05865_iine.json | いいね | 269 | general | noun, interjection
pending | entries/01000/01299_ossharu.json | おっしゃる | 270 | core | verb
pending | entries/01000/01307_nasaru.json | なさる | 270 | core | verb
pending | entries/01500/01857_ushi.json | {牛｜うし} | 270 | general | noun
pending | entries/01500/01858_atatameru.json | {暖｜あたた}める | 270 | general | verb (ichidan)
pending | entries/02000/02016_ou.json | {追｜お}う | 270 | general | verb (godan)
pending | entries/02000/02232_tsuyu.json | {梅雨｜つゆ} | 270 | core | noun
pending | entries/02500/02699_keshou.json | {化粧｜けしょう} | 270 | core | noun / suru-verb
pending | entries/02500/02702_ketten.json | {欠点｜けってん} | 270 | general | noun
pending | entries/02500/02711_kenri.json | {権利｜けんり} | 270 | general | noun
pending | entries/03500/03642_yaya.json | やや | 270 | general | adverb
pending | entries/04000/04177_sankaku.json | {三角｜さんかく} | 270 | general | noun
pending | entries/05000/05118_jiipan.json | ジーパン | 270 | general | noun
pending | entries/05000/05227_shuzai.json | {取材｜しゅざい} | 270 | general | noun
pending | entries/05500/05826_fuushuu.json | {風習｜ふうしゅう} | 270 | general | noun
pending | entries/00000/00235_kion.json | {気温｜きおん} | 271 | general | noun
pending | entries/02000/02213_saru.json | {猿｜さる} | 271 | general | noun
pending | entries/02500/02697_keisan.json | {計算｜けいさん} | 271 | general | noun / suru-verb
pending | entries/02500/02722_gendai.json | {現代｜げんだい} | 271 | general | noun
pending | entries/02500/02886_jidousha.json | {自動車｜じどうしゃ} | 271 | basic | noun
pending | entries/02500/02904_saa.json | さあ | 271 | basic | interjection
pending | entries/04000/04146_koutai.json | {交替｜こうたい} | 271 | general | noun
pending | entries/05000/05219_saikai.json | {再開｜さいかい} | 271 | general | noun
pending | entries/05000/05239_sutorecchi.json | ストレッチ | 271 | general | noun
pending | entries/05000/05295_basutei.json | バス{停｜てい} | 271 | general | noun
pending | entries/05000/05362_bokoboko.json | ぼこぼこ | 271 | general | adverb
pending | entries/05000/05469_risoku.json | {利息｜りそく} | 271 | core | noun
pending | entries/05500/05809_yakudoshi.json | {厄年｜やくどし} | 271 | general | noun
pending | entries/02000/02166_hone.json | {骨｜ほね} | 272 | general | noun
pending | entries/02500/02797_koukai.json | {航海｜こうかい} | 272 | general | noun / suru-verb
pending | entries/02500/02934_hatsuka.json | {二十日｜はつか} | 272 | core | noun
pending | entries/04500/04805_kaigo.json | {介護｜かいご} | 272 | general | noun (verbal)
pending | entries/05000/05229_fukikae.json | {吹｜ふ}き{替｜か}え | 272 | core | noun
pending | entries/05500/05565_seishi.json | {生死｜せいし} | 272 | core | noun
pending | entries/05500/05643_yakusokusuru.json | {約束｜やくそく}する | 272 | core | verb (suru)
pending | entries/05500/05819_kijutsu.json | {記述｜きじゅつ} | 272 | general | noun
pending | entries/05500/05859_sakotsu.json | {鎖骨｜さこつ} | 272 | general | noun
pending | entries/01000/01041_noriba.json | {乗｜の}り{場｜ば} | 273 | general | noun
pending | entries/02000/02224_tatami.json | {畳｜たたみ} | 273 | core | noun
pending | entries/02000/02494_kinchou.json | {緊張｜きんちょう} | 273 | general | noun
pending | entries/02500/02880_kotoba.json | {言葉｜ことば} | 273 | basic | noun
pending | entries/04000/04161_sainan.json | {災難｜さいなん} | 273 | general | noun
pending | entries/05000/05192_tomato.json | トマト | 273 | general | noun
pending | entries/05500/05835_guttari.json | ぐったり | 273 | core | adverb, verb (suru)
pending | entries/00500/00774_en.json | {円｜えん} | 274 | basic | noun
pending | entries/00500/00937_hen.json | {辺｜へん} | 274 | general | noun, suffix
pending | entries/00500/00975_nijuu.json | {二十｜にじゅう} | 274 | basic | number
pending | entries/01500/01843_sewasuru.json | {世話｜せわ}する | 274 | general | noun, verb (suru)
pending | entries/01500/01863_ukkari.json | うっかり | 274 | core | adverb/suru verb
pending | entries/02000/02180_eki.json | {駅｜えき} | 274 | basic | noun
pending | entries/02000/02497_fuman.json | {不満｜ふまん} | 274 | general | na-adjective
pending | entries/02500/02837_shikaku.json | {視覚｜しかく} | 274 | core | noun
pending | entries/02500/02924_donna.json | どんな | 274 | basic | pre-noun adjectival
pending | entries/04500/04800_naikaku.json | {内閣｜ないかく} | 274 | general | noun
pending | entries/05000/05393_yuuzaa.json | ユーザー | 274 | general | noun
pending | entries/05500/05563_zenaku.json | {善悪｜ぜんあく} | 274 | general | noun
pending | entries/07500/07765_buiaaru.json | VR | 274 | general | noun
pending | entries/08000/08175_heimaku.json | {閉幕｜へいまく} | 274 | general | noun, verb (suru)
pending | entries/00000/00144_kaizen.json | {改善｜かいぜん} | 275 | general | noun, suru verb
pending | entries/01000/01114_you.json | よう | 275 | general | noun
pending | entries/01500/01742_yunyuu.json | {輸入｜ゆにゅう} | 275 | general | noun, verb (suru)
pending | entries/01500/01902_ousama.json | {王様｜おうさま} | 275 | core | noun
pending | entries/03500/03881_kugi.json | {釘｜くぎ} | 275 | core | noun
